"Species","Body_Mass.g"
"Vombatus ursinus",26000
"Vormela peregusna",449.19
"Vulpes bengalensis",2493
"Vulpes cana",1110.925
"Vulpes chama",2955.01
"Vulpes corsac",2400
"Vulpes ferrilata",5000
"Vulpes lagopus",3850.901
"Vulpes macrotis",3134.485
"Vulpes pallida",3200.005
"Vulpes rueppellii",2348.657
"Vulpes velox",2271.255
"Vulpes vulpes",4401.506
"Vulpes zerda",1076.5
"Wallabia bicolor",15000
"Wiedomys pyrrhorhinos",46.7
"Wilfredomys oenax",46.8
"Wyulda squamicaudata",1675
"Xenomys nelsoni",130
"Xenuromys barbatus",1000
"Xeromys myoides",41
"Xerus erythropus",612.45
"Xerus inauris",494
"Xerus princeps",622
"Xerus rutilus",317.5
"Zaedyus pichiy",1620
"Zaglossus attenboroughi",8532.39
"Zaglossus bartoni",7180
"Zaglossus bruijni",9637.178
"Zalophus californianus",93596.667
"Zalophus japonicus",80000
"Zalophus wollebaeki",119000
"Zapus hudsonius",19.786
"Zapus princeps",27
"Zapus trinotatus",27.5
"Zelotomys hildegardeae",60
"Zelotomys woosnami",54.1
"Zenkerella insignis",200
"Zh Loc E /III",61800
"Zhoukoudian Locus LI",61800
"Ziphius cavirostris",3524000
"Zygodontomys brevicauda",52.23
"Zygodontomys brunneus",75.6
"Zygogeomys trichopus",522.5
"Zyzomys argurus",36
"Zyzomys maini",94
"Zyzomys palatilis",123
"Zyzomys pedunculatus",100
"Zyzomys woodwardi",136
